iter	Logloss
0	0.6324363924
1	0.5806434735
2	0.5332840547
3	0.4935195464
4	0.4544213396
5	0.4209395411
6	0.3803827444
7	0.3528170865
8	0.3251781304
9	0.3022323159
10	0.2755799742
11	0.2577001387
12	0.2407889967
13	0.2213961219
14	0.2081772019
15	0.1928958595
16	0.182147787
17	0.1729709135
18	0.1590417854
19	0.1474092629
20	0.1379598611
21	0.1299669801
22	0.1224788892
23	0.1152316346
24	0.1095103325
25	0.1030394701
26	0.09890266187
27	0.0935730849
28	0.0908458446
29	0.08840469805
30	0.08533851965
31	0.08250471934
32	0.08145285495
33	0.07844721819
34	0.07597162758
35	0.07354326653
36	0.07226213316
37	0.07062563751
38	0.06983525918
39	0.06795446423
40	0.06664242835
41	0.06580136857
42	0.06470373775
43	0.06336271547
44	0.06229692412
45	0.06144828878
46	0.05995098399
47	0.05866165105
48	0.05773026195
49	0.05664846624
50	0.05598482731
51	0.05568728871
52	0.05480549424
53	0.05427946147
54	0.05380691158
55	0.05321524719
56	0.05263035033
57	0.05202089033
58	0.05183529328
59	0.05142561595
60	0.05124984263
61	0.05078296043
62	0.05062929394
63	0.05005855427
64	0.04983755522
65	0.04954477618
66	0.04940317651
67	0.04904620093
68	0.04869686951
69	0.04851989479
70	0.04832063227
71	0.04789495194
72	0.04778718667
73	0.04766221111
74	0.04726890742
75	0.04720262273
76	0.0470962524
77	0.04693745986
78	0.0467314961
79	0.0464054142
80	0.04638008687
81	0.04610696278
82	0.04577259335
83	0.04555710639
84	0.04533315835
85	0.04508658862
86	0.04505822119
87	0.04503504883
88	0.04495809334
89	0.04475016785
90	0.04469175839
91	0.04460659337
92	0.04421452617
93	0.0441091113
94	0.04407774596
95	0.04389135366
96	0.04368416482
97	0.04348673014
98	0.04340857317
99	0.04338098131
100	0.04319023367
101	0.043178208
102	0.04295824623
103	0.04294499774
104	0.04293373006
105	0.04274239106
106	0.04256795282
107	0.04254995961
108	0.0424855322
109	0.04247533336
110	0.04222524537
111	0.04220925003
112	0.04217469388
113	0.04190661067
114	0.04189390666
115	0.0418706164
116	0.04185575849
117	0.04165629
118	0.0415626054
119	0.04154625955
120	0.04148416287
121	0.04141841162
122	0.04141412501
123	0.04130435453
124	0.04113487541
125	0.04103818244
126	0.0409796547
127	0.04093938702
128	0.04089612059
129	0.04088070627
130	0.04079613367
131	0.04065166712
132	0.04060550855
133	0.04044395373
134	0.04028577292
135	0.04026833363
136	0.04005820711
137	0.04004192208
138	0.04000765458
139	0.03998607991
140	0.0399691837
141	0.03995461223
142	0.03990200842
143	0.03976007434
144	0.0397285957
145	0.03971885559
146	0.039702357
147	0.03955535274
148	0.03941883392
149	0.03937563865
150	0.03927564216
151	0.03927563806
152	0.03914281416
153	0.0390338302
154	0.03878962412
155	0.03876755201
156	0.03873858565
157	0.03865943141
158	0.03852798439
159	0.03834747085
160	0.03831173673
161	0.0382946904
162	0.03815440398
163	0.03815440398
164	0.03807850089
165	0.03803991069
166	0.03800046195
167	0.03798912881
168	0.03785346108
169	0.03784929743
170	0.03774728384
171	0.03774245376
172	0.03769035681
173	0.03766476369
174	0.03764661861
175	0.0376466176
176	0.03757553783
177	0.03756377909
178	0.03754690337
179	0.03753354817
180	0.03736715433
181	0.03735946927
182	0.03725012107
183	0.03724358092
184	0.0372366786
185	0.03716532585
186	0.03713686125
187	0.03712151443
188	0.03708730509
189	0.03702219693
190	0.03700935646
191	0.0369912564
192	0.03693602837
193	0.03688874408
194	0.03682162042
195	0.03682147109
196	0.03677092014
197	0.03675197919
198	0.0366877291
199	0.03667744771
200	0.03664445102
201	0.03661849531
202	0.03650690562
203	0.03650025896
204	0.036492053
205	0.03646064655
206	0.03645442688
207	0.0364453836
208	0.03643470886
209	0.03641786757
210	0.03641657045
211	0.03633212575
212	0.03627633017
213	0.03625109725
214	0.03612833285
215	0.03608961843
216	0.0360895947
217	0.03594658797
218	0.03589186077
219	0.03579101556
220	0.03577598032
221	0.03575461682
222	0.03575457488
223	0.03573445783
224	0.03568044051
225	0.03556510897
226	0.03546031157
227	0.03532856243
228	0.03526534502
229	0.03519820861
230	0.03515100294
231	0.03513927013
232	0.03511693994
233	0.03504408168
234	0.03504407082
235	0.03502756125
236	0.03501222511
237	0.03496581285
238	0.03493988027
239	0.03492221438
240	0.03487325665
241	0.03479661448
242	0.03478705505
243	0.03467348583
244	0.03466868277
245	0.03465311593
246	0.03458053729
247	0.03450111679
248	0.03446946816
249	0.03442056589
250	0.03440530766
251	0.03438083482
252	0.034347917
253	0.03428552693
254	0.03425393887
255	0.03424736359
256	0.03423527772
257	0.03421591563
258	0.03420396293
259	0.03418795391
260	0.03417166648
261	0.03410199589
262	0.0340882685
263	0.034075145
264	0.03402017485
265	0.03393602175
266	0.0339267631
267	0.03390183471
268	0.0338084181
269	0.03380283343
270	0.03378383483
271	0.03367059715
272	0.03364498962
273	0.0336007645
274	0.0336007454
275	0.03359634415
276	0.03351713236
277	0.03350854019
278	0.03347732608
279	0.03338466113
280	0.03337109865
281	0.03327474112
282	0.03323671913
283	0.03323669785
284	0.03322897813
285	0.03316221195
286	0.03315946282
287	0.0331043941
288	0.0331043941
289	0.03300474043
290	0.03294212037
291	0.03293824536
292	0.03289061289
293	0.0328230395
294	0.03280272445
295	0.03272838205
296	0.03270903148
297	0.03260955966
298	0.03259585303
299	0.032577434
300	0.03251658924
301	0.03242803803
302	0.03241085835
303	0.03239951421
304	0.03236526103
305	0.03235607199
306	0.03232090552
307	0.03230333167
308	0.03228700724
309	0.03227240237
310	0.03226312139
311	0.03215487892
312	0.03214885361
313	0.03213183147
314	0.03209281873
315	0.03208954696
316	0.03207976361
317	0.03203217142
318	0.03197606793
319	0.03197605415
320	0.03195221241
321	0.03182525588
322	0.03179779981
323	0.03172865036
324	0.03169128866
325	0.03164429311
326	0.03162504919
327	0.03159143506
328	0.03159143309
329	0.03157350664
330	0.03154092033
331	0.03148559506
332	0.03148557464
333	0.03147249326
334	0.03142209927
335	0.03137710638
336	0.03136567162
337	0.03135872267
338	0.03130411301
339	0.03130061902
340	0.0313006103
341	0.03128555005
342	0.03127021218
343	0.03122082783
344	0.03121634362
345	0.03118925907
346	0.03116303159
347	0.03115911135
348	0.03115501991
349	0.03113758328
350	0.0311316318
351	0.03112390996
352	0.03111177558
353	0.0311052621
354	0.03110524505
355	0.03110523088
356	0.03109742182
357	0.03104765178
358	0.03103208068
359	0.03099117207
360	0.03098450913
361	0.03098112699
362	0.03097114464
363	0.03094744935
364	0.03093766879
365	0.03086336906
366	0.03080516102
367	0.03079330498
368	0.03078017862
369	0.03068398104
370	0.03068396789
371	0.03064739411
372	0.03053465268
373	0.03053464792
374	0.03052386364
375	0.03047898412
376	0.03044611177
377	0.030437891
378	0.03043350071
379	0.03042914772
380	0.0304194487
381	0.030405204
382	0.0304051957
383	0.03039024852
384	0.03036940516
385	0.03034749758
386	0.0302835699
387	0.03019866792
388	0.03018932758
389	0.0301548388
390	0.03014763072
391	0.03012945269
392	0.03004646597
393	0.03002953066
394	0.03000523442
395	0.0299633907
396	0.0298775732
397	0.02987380737
398	0.02986839899
399	0.0298681751
400	0.0298633893
401	0.02985714065
402	0.02984866132
403	0.02976849281
404	0.02976056814
405	0.02973779795
406	0.02973179291
407	0.02970541895
408	0.0297054139
409	0.02966719224
410	0.02966359041
411	0.02962561455
412	0.02960155584
413	0.0295994767
414	0.02957741032
415	0.02956217441
416	0.0295621678
417	0.02954225169
418	0.02952907123
419	0.0295290179
420	0.02951267826
421	0.02945282251
422	0.02944453005
423	0.02942630022
424	0.02941929008
425	0.02940113721
426	0.02940111066
427	0.02938211217
428	0.02934141081
429	0.0293268176
430	0.02932269223
431	0.02927420216
432	0.02925224039
433	0.02923471692
434	0.02921449261
435	0.02920964106
436	0.02917102375
437	0.02913087391
438	0.02912496067
439	0.02908296076
440	0.02906270736
441	0.02901542574
442	0.0290148421
443	0.02886445538
444	0.02885958477
445	0.02877917159
446	0.02877916847
447	0.02874501075
448	0.02874499461
449	0.0287399795
450	0.02872194785
451	0.02871397006
452	0.02864224275
453	0.02864224224
454	0.02859345991
455	0.02856067135
456	0.02851383455
457	0.0285081702
458	0.02848703067
459	0.02844578971
460	0.0284404737
461	0.02841828305
462	0.02835998826
463	0.02835201937
464	0.02821467703
465	0.02821466866
466	0.02819903076
467	0.02815955614
468	0.02807377942
469	0.02807377088
470	0.02802692084
471	0.0280085704
472	0.02797889911
473	0.02793225929
474	0.02791075542
475	0.02791075176
476	0.02788728077
477	0.02788725094
478	0.02785334247
479	0.02783443408
480	0.0278251533
481	0.02779262438
482	0.02778701166
483	0.02777677192
484	0.02777258952
485	0.02777257887
486	0.0277725673
487	0.02775994369
488	0.02774335206
489	0.02773859689
490	0.02773859689
491	0.02769883051
492	0.027693428
493	0.0276145543
494	0.02759609883
495	0.02757184875
496	0.02754399276
497	0.02748507967
498	0.0274457418
499	0.02743388524
500	0.02742513656
501	0.0274250597
502	0.02740645751
503	0.02727484518
504	0.02722353528
505	0.02719358814
506	0.02713213528
507	0.0270763449
508	0.02700396177
509	0.02699354216
510	0.02697377895
511	0.02696766479
512	0.02693060499
513	0.02692128042
514	0.0268908898
515	0.02688087484
516	0.02687232695
517	0.02684252471
518	0.02683331075
519	0.02681420284
520	0.02680953315
521	0.02679774056
522	0.02676165843
523	0.02674824841
524	0.02674014721
525	0.02659984951
526	0.02655496844
527	0.02652710797
528	0.02652710586
529	0.02651959036
530	0.02642190382
531	0.02641823456
532	0.02638143773
533	0.0263554599
534	0.02635545594
535	0.02635542631
536	0.02631207467
537	0.02628191864
538	0.02627518259
539	0.02625845862
540	0.02625840569
541	0.02624936282
542	0.02620045249
543	0.02614874065
544	0.02614165049
545	0.02613096668
546	0.0261309648
547	0.02607861915
548	0.02607860825
549	0.02601674434
550	0.02599325917
551	0.02599325754
552	0.0259325141
553	0.02592461977
554	0.02591705293
555	0.02589386223
556	0.02586739509
557	0.02584829455
558	0.02583289733
559	0.02582248919
560	0.02581346785
561	0.02577420363
562	0.02573702357
563	0.02573207215
564	0.02573206434
565	0.02561939303
566	0.02560235685
567	0.02560235652
568	0.02556698185
569	0.02554275898
570	0.02554274754
571	0.0255262004
572	0.0255188412
573	0.025506921
574	0.02550692001
575	0.02544114875
576	0.02542736049
577	0.02533473837
578	0.02528572107
579	0.02524196101
580	0.02524194363
581	0.02516480533
582	0.02516480499
583	0.02512791943
584	0.02512039023
585	0.02507042959
586	0.02506035362
587	0.02506034777
588	0.02501241044
589	0.02496835638
590	0.02495853789
591	0.02488352782
592	0.02482464203
593	0.02480417929
594	0.02479293586
595	0.02477355446
596	0.02475891038
597	0.02473652174
598	0.02473650139
599	0.02471059712
600	0.02471058871
601	0.02463996229
602	0.02462007007
603	0.02462006611
604	0.02462003919
605	0.02461112729
606	0.02458147698
607	0.02458146621
608	0.02451404252
609	0.02448978774
610	0.02445645498
611	0.02439040035
612	0.02436859536
613	0.02431765516
614	0.02430822493
615	0.02427709412
616	0.02424491835
617	0.02420542936
618	0.02419334267
619	0.02413907568
620	0.02411651064
621	0.02411390465
622	0.02410333902
623	0.02408976875
624	0.02408975972
625	0.02398949724
626	0.02395523578
627	0.02395523578
628	0.02394028828
629	0.02392274743
630	0.0239034344
631	0.0238881873
632	0.02387705244
633	0.02384983045
634	0.02383944643
635	0.02380860328
636	0.02380859232
637	0.02377115774
638	0.02375972612
639	0.02370719632
640	0.02370710638
641	0.023692682
642	0.02365179733
643	0.02362306125
644	0.02361545565
645	0.02359339756
646	0.02356628965
647	0.02351898371
648	0.02349397842
649	0.0234575602
650	0.02341823972
651	0.02341823182
652	0.02341101145
653	0.02340980302
654	0.02332523418
655	0.02329274038
656	0.02328655528
657	0.02327281759
658	0.02326569997
659	0.02326320984
660	0.02322386952
661	0.0231830031
662	0.02318296853
663	0.02314580225
664	0.02308859406
665	0.02306436426
666	0.02305931379
667	0.02301351076
668	0.02298467745
669	0.02298097364
670	0.02294092401
671	0.02291712096
672	0.02291710941
673	0.02288440479
674	0.02287805233
675	0.02284803747
676	0.02284391679
677	0.02282316488
678	0.02276803135
679	0.02276801489
680	0.02271721548
681	0.02271622568
682	0.0226898089
683	0.02267258219
684	0.02264251995
685	0.02261109042
686	0.02257513403
687	0.02257211935
688	0.02257211622
689	0.02252951899
690	0.02252950854
691	0.02245738815
692	0.02245738815
693	0.0224501588
694	0.02244483309
695	0.02243955623
696	0.02242237968
697	0.02239751144
698	0.02238805194
699	0.02231122527
700	0.02231122084
701	0.0223009502
702	0.02228097358
703	0.02221788674
704	0.02221598663
705	0.02220502533
706	0.02218438848
707	0.02216826785
708	0.02215258277
709	0.02211185168
710	0.02211185168
711	0.02208829854
712	0.02208829482
713	0.02208089649
714	0.02199618722
715	0.02192541856
716	0.02189614855
717	0.02188245984
718	0.02180982633
719	0.02180982604
720	0.02179288491
721	0.0217801408
722	0.0217206942
723	0.02170748447
724	0.02170748015
725	0.02166740013
726	0.02166738531
727	0.02162951826
728	0.02161040108
729	0.0215817191
730	0.02155771835
731	0.02155769196
732	0.02153084394
733	0.02145008154
734	0.02143509396
735	0.02142040672
736	0.02140275312
737	0.02138235575
738	0.02138224072
739	0.02137344956
740	0.02136734032
741	0.0213461641
742	0.02128185069
743	0.02127511715
744	0.02117785427
745	0.02117783111
746	0.02113151341
747	0.02107745451
748	0.0210325521
749	0.02103255136
750	0.02102266243
751	0.02100288005
752	0.02097005803
753	0.02096433521
